show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,duration_int,duration_type
s134,Movie,chappie,Neill Blomkamp,South Africa,2021-09-01,2015,R,121 min,"Action & Adventure, Sci-Fi & Fantasy",2021,121.0,min
s153,Movie,janoskians: untold and untrue,Brett Weiner,United States,2021-09-01,2016,TV-MA,88 min,Comedies,2021,88.0,min
s1039,TV Show,dancing angels,Not Given,Pakistan,2021-04-15,2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2021,1.0,Season
s1083,TV Show,don't be the first one,Not Given,Pakistan,2021-04-11,2021,TV-14,1 Season,"International TV Shows, Reality TV",2021,1.0,Season
s1095,TV Show,the wedding coach,Not Given,Pakistan,2021-04-07,2021,TV-MA,1 Season,"Reality TV, Romantic TV Shows",2021,1.0,Season
s1096,TV Show,this is a robbery: the world's biggest art heist,Not Given,Pakistan,2021-04-07,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries, TV Mysteries",2021,1.0,Season
s1117,TV Show,glimpses of a future,Not Given,Pakistan,2021-04-01,2020,TV-PG,1 Season,"Docuseries, International TV Shows",2021,1.0,Season
s1181,TV Show,alien tv,Not Given,Pakistan,2021-03-19,2021,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",2021,2.0,Seasons
s1225,TV Show,last chance u: basketball,Not Given,Pakistan,2021-03-10,2021,TV-MA,1 Season,Docuseries,2021,1.0,Season
s1226,TV Show,marriage or mortgage,Not Given,Pakistan,2021-03-10,2021,TV-G,1 Season,"Reality TV, Romantic TV Shows",2021,1.0,Season
s1236,TV Show,pokémon journeys: the series,Not Given,Pakistan,2021-03-05,2021,TV-Y7,4 Seasons,"Anime Series, Kids' TV, TV Action & Adventure",2021,4.0,Seasons
s131,Movie,barbie big city big dreams,Scott Pleydell-Pearce,Not Given,2021-09-01,2021,TV-Y,63 min,"Children & Family Movies, Music & Musicals",2021,63.0,min
s135,Movie,clear and present danger,Phillip Noyce,United States,2021-09-01,1994,PG-13,142 min,"Action & Adventure, Dramas",2021,142.0,min
s136,Movie,cliffhanger,Renny Harlin,United States,2021-09-01,1993,R,113 min,Action & Adventure,2021,113.0,min
s137,Movie,cold mountain,Anthony Minghella,United States,2021-09-01,2003,R,154 min,"Dramas, Romantic Movies",2021,154.0,min
s138,Movie,crocodile dundee in los angeles,Simon Wincer,Australia,2021-09-01,2001,PG,95 min,"Action & Adventure, Comedies",2021,95.0,min
s139,Movie,dear john,Lasse Hallström,United States,2021-09-01,2010,PG-13,108 min,"Dramas, Romantic Movies",2021,108.0,min
s140,Movie,do the right thing,Spike Lee,United States,2021-09-01,1989,R,120 min,"Classic Movies, Comedies, Dramas",2021,120.0,min
s141,Movie,"el patrón, radiografía de un crimen",Sebastián Schindel,Argentina,2021-09-01,2014,TV-MA,100 min,"Dramas, International Movies, Thrillers",2021,100.0,min
s142,Movie,extraction,Steven C. Miller,United States,2021-09-01,2015,R,82 min,Action & Adventure,2021,82.0,min
s143,Movie,freedom writers,Richard LaGravenese,Germany,2021-09-01,2007,PG-13,124 min,Dramas,2021,124.0,min
s144,Movie,green lantern,Martin Campbell,United States,2021-09-01,2011,PG-13,114 min,"Action & Adventure, Sci-Fi & Fantasy",2021,114.0,min
s145,Movie,house party,Reginald Hudlin,United States,2021-09-01,1990,R,104 min,"Comedies, Cult Movies",2021,104.0,min
s146,Movie,house party 2,"George Jackson, Doug McHenry",United States,2021-09-01,1991,R,94 min,"Comedies, Cult Movies, Music & Musicals",2021,94.0,min
s147,Movie,house party 3,Eric Meza,United States,2021-09-01,1994,R,94 min,"Comedies, Music & Musicals",2021,94.0,min
s1263,Movie,ginny & georgia - the afterparty,Not Given,Pakistan,2021-02-26,2021,TV-MA,35 min,"Comedies, Dramas",2021,35.0,min
s150,Movie,i got the hook up,Michael Martin,United States,2021-09-01,1998,R,93 min,"Action & Adventure, Comedies",2021,93.0,min
s151,Movie,in too deep,Michael Rymer,United States,2021-09-01,1999,R,97 min,Thrillers,2021,97.0,min
s152,Movie,initial d,"Andrew Lau Wai-keung, Alan Mak",China,2021-09-01,2005,TV-14,109 min,"Action & Adventure, International Movies",2021,109.0,min
s1272,TV Show,the last bastion,Not Given,Pakistan,2021-02-25,2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2021,1.0,Season
s1300,TV Show,thus spoke kishibe rohan,Not Given,Pakistan,2021-02-18,2021,TV-MA,1 Season,"Anime Series, International TV Shows",2021,1.0,Season
s1443,TV Show,korean pork belly rhapsody,Not Given,Pakistan,2021-01-04,2020,TV-G,1 Season,"Docuseries, International TV Shows",2021,1.0,Season
s156,Movie,labyrinth,Jim Henson,United Kingdom,2021-09-01,1986,PG,101 min,"Action & Adventure, Children & Family Movies, Cult Movies",2021,101.0,min
s157,Movie,letters to juliet,Gary Winick,United States,2021-09-01,2010,PG,105 min,"Comedies, Dramas, Romantic Movies",2021,105.0,min
s158,Movie,level 16,Danishka Esterhazy,Canada,2021-09-01,2018,TV-14,102 min,"Sci-Fi & Fantasy, Thrillers",2021,102.0,min
s159,Movie,love don't cost a thing,Troy Byer,United States,2021-09-01,2003,PG-13,101 min,"Comedies, Romantic Movies",2021,101.0,min
s160,Movie,love in a puff,Pang Ho-cheung,Hong Kong,2021-09-01,2010,TV-MA,103 min,"Comedies, Dramas, International Movies",2021,103.0,min
s1463,TV Show,running man,Not Given,Pakistan,2021-01-01,2020,TV-Y7,1 Season,"Kids' TV, TV Comedies",2021,1.0,Season
s162,Movie,mars attacks!,Tim Burton,United States,2021-09-01,1996,PG-13,106 min,"Comedies, Cult Movies, Sci-Fi & Fantasy",2021,106.0,min
s163,Movie,marshall,Reginald Hudlin,United States,2021-09-01,2017,PG-13,118 min,Dramas,2021,118.0,min
s164,Movie,my boss's daughter,David Zucker,United States,2021-09-01,2003,R,86 min,"Comedies, Romantic Movies",2021,86.0,min
s165,Movie,mystery men,Kinka Usher,United States,2021-09-01,1999,PG-13,121 min,"Action & Adventure, Comedies",2021,121.0,min
s1472,Movie,best of stand-up 2020,Not Given,Pakistan,2020-12-31,2020,TV-MA,77 min,Stand-Up Comedy,2020,77.0,min
s167,Movie,once upon a time in america,Sergio Leone,Italy,2021-09-01,1984,R,229 min,"Classic Movies, Dramas",2021,229.0,min
s168,Movie,open season 2,"Matthew O'Callaghan, Todd Wilderman",United States,2021-09-01,2008,PG,76 min,"Children & Family Movies, Comedies",2021,76.0,min
s169,Movie,osmosis jones,"Bobby Farrelly, Peter Farrelly",United States,2021-09-01,2001,PG,95 min,"Action & Adventure, Children & Family Movies, Comedies",2021,95.0,min
s170,Movie,poseidon,Wolfgang Petersen,United States,2021-09-01,2006,PG-13,98 min,"Action & Adventure, Dramas",2021,98.0,min
s1483,TV Show,transformers: war for cybertron: earthrise,Not Given,Pakistan,2020-12-30,2020,TV-Y7,1 Season,Anime Series,2020,1.0,Season
s1586,TV Show,manhunt: deadly games,Not Given,Pakistan,2020-12-07,2020,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",2020,1.0,Season
s1597,TV Show,the great british baking show: holidays,Not Given,Pakistan,2020-12-04,2020,TV-MA,3 Seasons,"British TV Shows, Reality TV",2020,3.0,Seasons
s1669,TV Show,heart & soul,Not Given,Pakistan,2020-11-20,2019,TV-14,1 Season,"International TV Shows, TV Dramas",2020,1.0,Season
s1746,Movie,ya no estoy aquí: una conversación entre guillermo del toro y alfonso cuarón,Not Given,Pakistan,2020-11-03,2020,TV-PG,15 min,Documentaries,2020,15.0,min
s1779,TV Show,kongsuni and friends,Not Given,Pakistan,2020-10-30,2020,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",2020,2.0,Seasons
s1890,TV Show,pat a pat como,Not Given,Pakistan,2020-10-03,2016,TV-Y,1 Season,Kids' TV,2020,1.0,Season
s1891,TV Show,qurious como,Not Given,Pakistan,2020-10-03,2017,TV-Y,1 Season,Kids' TV,2020,1.0,Season
s2983,TV Show,find yourself,Not Given,Pakistan,2020-01-29,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2020,1.0,Season
s1915,TV Show,journey of an african colony,Not Given,Pakistan,2020-10-01,2018,TV-MA,1 Season,"Docuseries, International TV Shows",2020,1.0,Season
s1953,TV Show,mighty little bheem,Not Given,Pakistan,2020-09-25,2020,TV-Y,3 Seasons,"Kids' TV, TV Comedies",2020,3.0,Seasons
s171,Movie,rhyme & reason,Peter Spirer,United States,2021-09-01,1997,R,89 min,"Documentaries, Music & Musicals",2021,89.0,min
s172,Movie,same kind of different as me,Michael Carney,United States,2021-09-01,2017,PG-13,120 min,"Dramas, Faith & Spirituality",2021,120.0,min
s173,Movie,school of rock,Richard Linklater,United States,2021-09-01,2003,PG-13,110 min,"Comedies, Music & Musicals",2021,110.0,min
s174,Movie,snervous tyler oakley,Amy Rice,United States,2021-09-01,2015,PG-13,83 min,"Documentaries, LGBTQ Movies",2021,83.0,min
s175,Movie,tears of the sun,Antoine Fuqua,United States,2021-09-01,2003,R,121 min,"Action & Adventure, Dramas",2021,121.0,min
s176,Movie,the blue lagoon,Randal Kleiser,United States,2021-09-01,1980,R,105 min,"Dramas, Romantic Movies",2021,105.0,min
s177,Movie,the golden child,Michael Ritchie,United States,2021-09-01,1986,PG-13,94 min,"Action & Adventure, Comedies",2021,94.0,min
s178,Movie,the guns of navarone,J. Lee Thompson,United Kingdom,2021-09-01,1961,TV-14,156 min,"Action & Adventure, Classic Movies",2021,156.0,min
s179,Movie,the interview,"Evan Goldberg, Seth Rogen",United States,2021-09-01,2014,R,112 min,"Action & Adventure, Comedies",2021,112.0,min
s180,Movie,the nutty professor,Tom Shadyac,United States,2021-09-01,1996,PG-13,95 min,"Comedies, Romantic Movies",2021,95.0,min
s181,Movie,the nutty professor ii: the klumps,Peter Segal,United States,2021-09-01,2000,PG-13,107 min,"Comedies, Romantic Movies",2021,107.0,min
s183,Movie,welcome home roscoe jenkins,Malcolm D. Lee,United States,2021-09-01,2008,PG-13,114 min,Comedies,2021,114.0,min
s184,Movie,in the line of fire,Wolfgang Petersen,United States,2021-08-31,1993,R,129 min,"Action & Adventure, Classic Movies",2021,129.0,min
s186,Movie,untold: crime & penalties,"Chapman Way, Maclain Way",United States,2021-08-31,2021,TV-MA,86 min,"Documentaries, Sports Movies",2021,86.0,min
s1957,Movie,zulu man in japan,Not Given,Pakistan,2020-09-25,2019,TV-MA,44 min,"Documentaries, International Movies, Music & Musicals",2020,44.0,min
s1974,TV Show,fukrey boyzzz,Not Given,Pakistan,2020-09-19,2020,TV-Y,1 Season,"Kids' TV, TV Comedies",2020,1.0,Season
s189,Movie,2 alone in paris,"Ramzy Bedia, Éric Judor",France,2021-08-28,2008,TV-MA,97 min,"Comedies, International Movies",2021,97.0,min
s2041,TV Show,transformers: cyberverse,Not Given,Pakistan,2020-09-07,2020,TV-Y7,2 Seasons,Kids' TV,2020,2.0,Seasons
s2059,TV Show,the witcher: a look inside the episodes,Not Given,Pakistan,2020-09-02,2020,TV-MA,1 Season,"Docuseries, TV Sci-Fi & Fantasy",2020,1.0,Season
s2124,TV Show,dérè: an african tale,Not Given,Pakistan,2020-08-15,2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2020,1.0,Season
s2223,TV Show,street food: latin america,Not Given,Pakistan,2020-07-21,2020,TV-PG,1 Season,"Docuseries, Spanish-Language TV Shows",2020,1.0,Season
s2237,Movie,little singham: legend of dugabakka,Not Given,Pakistan,2020-07-15,2020,TV-Y7,68 min,"Children & Family Movies, Comedies",2020,68.0,min
s2336,Movie,seven (telugu),Not Given,Pakistan,2020-06-26,2019,TV-14,116 min,"Dramas, International Movies, Romantic Movies",2020,116.0,min
s191,Movie,thimmarusu,Sharan Koppisetty,India,2021-08-28,2021,TV-14,125 min,"Dramas, International Movies",2021,125.0,min
s192,Movie,wind river,Taylor Sheridan,United Kingdom,2021-08-28,2017,R,107 min,"Dramas, Independent Movies",2021,107.0,min
s193,Movie,c kkompany,Sachin Yardi,India,2021-08-27,2008,TV-14,127 min,"Action & Adventure, Comedies, International Movies",2021,127.0,min
s197,Movie,he's all that,Mark Waters,United States,2021-08-27,2021,TV-14,92 min,"Comedies, Romantic Movies",2021,92.0,min
s2395,TV Show,dating around,Not Given,Pakistan,2020-06-12,2020,TV-MA,2 Seasons,"Reality TV, Romantic TV Shows",2020,2.0,Seasons
s196,Movie,emi: liya hai to chukana padega,Saurabh Kabra,India,2021-08-27,2008,TV-14,128 min,"Comedies, Dramas, International Movies",2021,128.0,min
s4655,TV Show,first and last,Not Given,Pakistan,2018-09-07,2018,TV-MA,1 Season,Docuseries,2018,1.0,Season
s199,TV Show,king of boys: the return of the king,Kemi Adetiba,Nigeria,2021-08-27,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2021,1.0,Season
s200,Movie,koi aap sa,Partho Mitra,India,2021-08-27,2006,TV-14,135 min,"Comedies, Dramas, International Movies",2021,135.0,min
s201,Movie,krishna cottage,Santram Varma,India,2021-08-27,2004,TV-14,124 min,"Action & Adventure, Horror Movies, International Movies",2021,124.0,min
s202,Movie,kucch to hai,"Anil V. Kumar, Anurag Basu",India,2021-08-27,2003,TV-14,136 min,"Dramas, International Movies, Thrillers",2021,136.0,min
s203,Movie,kyaa kool hai hum,Sangeeth Sivan,India,2021-08-27,2005,TV-MA,165 min,"Comedies, International Movies, Music & Musicals",2021,165.0,min
s204,Movie,kyaa kool hain hum 3,Umesh Ghadge,India,2021-08-27,2016,TV-MA,124 min,"Comedies, International Movies",2021,124.0,min
s205,Movie,kyaa super kool hain hum,Sachin Yardi,India,2021-08-27,2012,TV-MA,136 min,"Comedies, International Movies",2021,136.0,min
s206,Movie,kyo kii... main jhuth nahin bolta,David Dhawan,India,2021-08-27,2001,TV-14,150 min,"Comedies, International Movies, Sci-Fi & Fantasy",2021,150.0,min
s207,Movie,"lsd: love, sex aur dhokha",Dibakar Banerjee,India,2021-08-27,2010,TV-MA,112 min,"Dramas, Independent Movies, International Movies",2021,112.0,min
s208,Movie,mission istaanbul: darr ke aagey jeet hai,Apoorva Lakhia,India,2021-08-27,2008,TV-14,119 min,"Action & Adventure, International Movies, Music & Musicals",2021,119.0,min
s209,Movie,once upon a time in mumbaai,Milan Luthria,India,2021-08-27,2010,TV-14,133 min,"Dramas, International Movies, Music & Musicals",2021,133.0,min
s2496,TV Show,especial 20 años fútbol de primera,Not Given,Pakistan,2020-05-20,2020,TV-14,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",2020,1.0,Season
s2569,TV Show,hangar 1: the ufo files,Not Given,Pakistan,2020-05-02,2015,TV-PG,1 Season,Docuseries,2020,1.0,Season
s2570,TV Show,hoarders,Not Given,Pakistan,2020-05-02,2020,TV-PG,1 Season,Reality TV,2020,1.0,Season
s2575,TV Show,the universe: ancient mysteries solved,Not Given,Pakistan,2020-05-02,2015,TV-PG,1 Season,"Docuseries, Science & Nature TV",2020,1.0,Season
s2640,TV Show,دفعة القاهرة,Not Given,Pakistan,2020-04-25,2019,TV-14,1 Season,"International TV Shows, TV Dramas",2020,1.0,Season
s2642,TV Show,dreamworks spooky stories: volume 2,Not Given,Pakistan,2020-04-24,2011,TV-PG,1 Season,"Kids' TV, TV Comedies",2020,1.0,Season
s210,Movie,once upon a time in mumbai dobaara!,Milan Luthria,India,2021-08-27,2013,TV-14,142 min,"Dramas, International Movies, Music & Musicals",2021,142.0,min
s211,Movie,ragini mms,Pawan Kripalani,India,2021-08-27,2011,TV-MA,93 min,"Horror Movies, International Movies",2021,93.0,min
s212,Movie,ragini mms 2,Bhushan Patel,India,2021-08-27,2014,TV-MA,113 min,"Horror Movies, International Movies",2021,113.0,min
s223,TV Show,clickbait,Brad Anderson,United States,2021-08-25,2021,TV-MA,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",2021,1.0,Season
s2700,TV Show,the circle france,Not Given,Pakistan,2020-04-09,2020,TV-MA,1 Season,"International TV Shows, Reality TV",2020,1.0,Season
s216,Movie,shootout at lokhandwala,Apoorva Lakhia,India,2021-08-27,2007,TV-MA,116 min,"Action & Adventure, Dramas, International Movies",2021,116.0,min
s217,Movie,shor in the city,"Raj Nidimoru, Krishna D.K.",India,2021-08-27,2011,TV-14,106 min,"Comedies, Dramas, Independent Movies",2021,106.0,min
s218,Movie,the dirty picture,Milan Luthria,India,2021-08-27,2011,TV-14,145 min,"Comedies, Dramas, International Movies",2021,145.0,min
s2740,TV Show,pokémon the series,Not Given,Pakistan,2020-04-01,2019,TV-Y7,3 Seasons,"Anime Series, Kids' TV",2020,3.0,Seasons
s2773,TV Show,wassup man go!,Not Given,Pakistan,2020-03-27,2020,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Reality TV",2020,1.0,Season
s2786,TV Show,barbie dreamhouse adventures: go team roberts,Not Given,Pakistan,2020-03-21,2020,TV-Y,2 Seasons,Kids' TV,2020,2.0,Seasons
s2788,TV Show,archibald's next big thing,Not Given,Pakistan,2020-03-20,2020,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",2020,2.0,Seasons
s2858,TV Show,calico critters mini episodes clover,Not Given,Pakistan,2020-03-01,2020,TV-Y,1 Season,Kids' TV,2020,1.0,Season
s2894,TV Show,passion. panache. pep,Not Given,Pakistan,2020-02-21,2020,TV-G,1 Season,"International TV Shows, Reality TV",2020,1.0,Season
s228,Movie,really love,Angel Kristi Williams,United States,2021-08-25,2020,TV-MA,95 min,"Dramas, Independent Movies, Romantic Movies",2021,95.0,min
s2943,TV Show,my holo love,Not Given,Pakistan,2020-02-07,2020,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2020,1.0,Season
s2992,TV Show,rise of empires: ottoman,Not Given,Pakistan,2020-01-24,2020,TV-MA,1 Season,Docuseries,2020,1.0,Season
s3057,TV Show,chhota bheem kung fu dhamaka series,Not Given,Pakistan,2020-01-01,2019,TV-Y7,1 Season,Kids' TV,2020,1.0,Season
s3084,TV Show,pucca: love recipe,Not Given,Pakistan,2019-12-31,2018,TV-Y7,1 Season,"Kids' TV, Korean TV Shows",2019,1.0,Season
s3087,TV Show,the degenerates,Not Given,Pakistan,2019-12-31,2019,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",2019,2.0,Seasons
s3200,TV Show,space jungle,Not Given,Pakistan,2019-12-01,2016,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows, TV Comedies",2019,2.0,Seasons
s3217,TV Show,the charming stepmom,Not Given,Pakistan,2019-11-29,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2019,1.0,Season
s3398,Movie,chuchutv surprise eggs learning videos (hindi),Not Given,Pakistan,2019-10-18,2019,TV-Y,34 min,Children & Family Movies,2019,34.0,min
s3285,TV Show,westside story,Not Given,Pakistan,2019-11-15,2003,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Action & Adventure",2019,1.0,Season
s3593,TV Show,happy jail,Not Given,Pakistan,2019-08-14,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries",2019,1.0,Season
s3358,TV Show,sleepless society: bedtime wishes,Not Given,Pakistan,2019-10-31,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2019,1.0,Season
s3362,TV Show,tunnel,Not Given,Pakistan,2019-10-30,2019,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2019,1.0,Season
s3394,TV Show,"chuchu tv kids songs, learning videos & bedtime stories",Not Given,Pakistan,2019-10-18,2019,TV-Y,1 Season,Kids' TV,2019,1.0,Season
s3395,Movie,chuchutv bedtime stories & moral stories for kids (english),Not Given,Pakistan,2019-10-18,2019,TV-Y,47 min,Children & Family Movies,2019,47.0,min
s215,Movie,sas: rise of the black swan,Magnus Martens,Not Given,2021-08-27,2021,R,124 min,"Action & Adventure, International Movies",2021,124.0,min
s222,Movie,"bob ross: happy accidents, betrayal & greed",Joshua Rofé,Not Given,2021-08-25,2021,TV-14,93 min,Documentaries,2021,93.0,min
s224,TV Show,john of god: the crimes of a spiritual healer,"Mauricio Dias, Tatiana Villela",Not Given,2021-08-25,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",2021,1.0,Season
s229,Movie,the november man,Roger Donaldson,United States,2021-08-25,2014,R,108 min,Action & Adventure,2021,108.0,min
s230,Movie,the old ways,Christopher Alender,United States,2021-08-25,2020,TV-MA,90 min,Horror Movies,2021,90.0,min
s232,Movie,the water man,David Oyelowo,United States,2021-08-25,2021,PG,92 min,"Children & Family Movies, Dramas",2021,92.0,min
